0, 5.000000
1, 5.006787
2, 4.964904
3, 4.876121
4, 4.743367
5, 4.570648
6, 4.362952
7, 4.126124
8, 3.866724
9, 3.591860
10, 3.309017
11, 3.025869
12, 2.750091
13, 2.489167
14, 2.250209
15, 2.039777
16, 1.863720
17, 1.727028
18, 1.633714
19, 1.586707
20, 1.587785
21, 1.637530
22, 1.735311
23, 1.879299
24, 2.066513
25, 2.292893
26, 2.553398
27, 2.842130
28, 3.152479
29, 3.477286
30, 3.809017
31, 4.139950
32, 4.462362
33, 4.768723
34, 5.051877
35, 5.305220
36, 5.522861
37, 5.699768
38, 5.831890
39, 5.916257
40, 5.951057
41, 5.935670
42, 5.870696
43, 5.757930
44, 5.600321
45, 5.401902
46, 5.167685
47, 4.903543
48, 4.616061
49, 4.312375
50, 4.000000
51, 3.686638
52, 3.379993
53, 3.087581
54, 2.816544
55, 2.573475
56, 2.364253
57, 2.193904
58, 2.066470
59, 1.984917
60, 1.951057
61, 1.965504
62, 2.027663
63, 2.135742
64, 2.286793
65, 2.476793
66, 2.700736
67, 2.952761
68, 3.226294
69, 3.514212
70, 3.809017
71, 4.103024
72, 4.388547
73, 4.658092
74, 4.904539
75, 5.121320
76, 5.302581
77, 5.443325
78, 5.539537
79, 5.588284
80, 5.587785
81, 5.537460
82, 5.437940
83, 5.291054
84, 5.099788
85, 4.868204
86, 4.601350
87, 4.305129
88, 3.986159
89, 3.651607
90, 3.309017
91, 2.966122
92, 2.630656
93, 2.310162
94, 2.011811
95, 1.742221
96, 1.507299
97, 1.312095
98, 1.160677
99, 1.056034
100, 1.000000
101, 0.993213
102, 1.035096
103, 1.123879
104, 1.256633
105, 1.429352
106, 1.637048
107, 1.873876
108, 2.133276
109, 2.408140
110, 2.690983
111, 2.974131
112, 3.249909
113, 3.510833
114, 3.749791
115, 3.960223
116, 4.136280
117, 4.272972
118, 4.366286
119, 4.413293
120, 4.412215
121, 4.362470
122, 4.264689
123, 4.120701
124, 3.933487
125, 3.707107
126, 3.446602
127, 3.157870
128, 2.847521
129, 2.522714
130, 2.190983
131, 1.860050
132, 1.537638
133, 1.231277
134, 0.948123
135, 0.694780
136, 0.477139
137, 0.300232
138, 0.168110
139, 0.083743
140, 0.048943
141, 0.064330
142, 0.129304
143, 0.242070
144, 0.399679
145, 0.598098
146, 0.832315
147, 1.096457
148, 1.383939
149, 1.687625
150, 2.000000
151, 2.313362
152, 2.620007
153, 2.912419
154, 3.183456
155, 3.426525
156, 3.635747
157, 3.806096
158, 3.933530
159, 4.015083
160, 4.048943
161, 4.034496
162, 3.972337
163, 3.864258
164, 3.713207
165, 3.523207
166, 3.299264
167, 3.047239
168, 2.773706
169, 2.485788
170, 2.190983
171, 1.896976
172, 1.611453
173, 1.341908
174, 1.095461
175, 0.878680
176, 0.697419
177, 0.556675
178, 0.460463
179, 0.411716
180, 0.412215
181, 0.462540
182, 0.562060
183, 0.708946
184, 0.900212
185, 1.131796
186, 1.398650
187, 1.694871
188, 2.013841
189, 2.348393
190, 2.690983
191, 3.033878
192, 3.369344
193, 3.689838
194, 3.988189
195, 4.257779
196, 4.492701
197, 4.687905
198, 4.839323
199, 4.943966
200, 5.000000
201, 5.006787
202, 4.964904
203, 4.876121
204, 4.743367
205, 4.570648
206, 4.362952
207, 4.126124
208, 3.866724
209, 3.591860
210, 3.309017
211, 3.025869
212, 2.750091
213, 2.489167
214, 2.250209
215, 2.039777
216, 1.863720
217, 1.727028
218, 1.633714
219, 1.586707
220, 1.587785
221, 1.637530
222, 1.735311
223, 1.879299
224, 2.066513
225, 2.292893
226, 2.553398
227, 2.842130
228, 3.152479
229, 3.477286
230, 3.809017
231, 4.139950
232, 4.462362
233, 4.768723
234, 5.051877
235, 5.305220
236, 5.522861
237, 5.699768
238, 5.831890
239, 5.916257
240, 5.951057
241, 5.935670
242, 5.870696
243, 5.757930
244, 5.600321
245, 5.401902
246, 5.167685
247, 4.903543
248, 4.616061
249, 4.312375
250, 4.000000
251, 3.686638
252, 3.379993
253, 3.087581
254, 2.816544
255, 2.573475
256, 2.364253
257, 2.193904
258, 2.066470
259, 1.984917
260, 1.951057
261, 1.965504
262, 2.027663
263, 2.135742
264, 2.286793
265, 2.476793
266, 2.700736
267, 2.952761
268, 3.226294
269, 3.514212
270, 3.809017
271, 4.103024
272, 4.388547
273, 4.658092
274, 4.904539
275, 5.121320
276, 5.302581
277, 5.443325
278, 5.539537
279, 5.588284
280, 5.587785
281, 5.537460
282, 5.437940
283, 5.291054
284, 5.099788
285, 4.868204
286, 4.601350
287, 4.305129
288, 3.986159
289, 3.651607
290, 3.309017
291, 2.966122
292, 2.630656
293, 2.310162
294, 2.011811
295, 1.742221
296, 1.507299
297, 1.312095
298, 1.160677
299, 1.056034
300, 1.000000
301, 0.993213
302, 1.035096
303, 1.123879
304, 1.256633
305, 1.429352
306, 1.637048
307, 1.873876
308, 2.133276
309, 2.408140
310, 2.690983
311, 2.974131
312, 3.249909
313, 3.510833
314, 3.749791
315, 3.960223
316, 4.136280
317, 4.272972
318, 4.366286
319, 4.413293
320, 4.412215
321, 4.362470
322, 4.264689
323, 4.120701
324, 3.933487
325, 3.707107
326, 3.446602
327, 3.157870
328, 2.847521
329, 2.522714
330, 2.190983
331, 1.860050
332, 1.537638
333, 1.231277
334, 0.948123
335, 0.694780
336, 0.477139
337, 0.300232
338, 0.168110
339, 0.083743
340, 0.048943
341, 0.064330
342, 0.129304
343, 0.242070
344, 0.399679
345, 0.598098
346, 0.832315
347, 1.096457
348, 1.383939
349, 1.687625
350, 2.000000
351, 2.313362
352, 2.620007
353, 2.912419
354, 3.183456
